code,kit_type,brand,model_clean,engine_all,year_from_int,year_to_int,model_max_year,flag_rwd,flag_fwd,flag_awd,flag_rhd,flag_start_stop,flag_high_idle,flag_gearbox_v3,flag_sanden,flag_auto_tensioner,flag_two_auto_tensioners,flag_pfmot_yes,flag_pfmot_no,flag_urban_kit,flag_ind_belt,flag_n63_full_option,flag_n63_pulley_yes,flag_n63_pulley_no,flag_himatic,flag_allison_not,flag_zf_not,flag_man_option,flag_engine_sideways,cilinder,ac_filter,embrague_std,embrague_esp,tipus_embrague,year_from_v4,year_to_v4,compressors
KC12110295,Kit compresor frío industrial,VOLVO,FL 250,D8K250 (Euro 6) | D8K280 (Euro 6),2013,,2013,,,,Yes,,,ok,,,,,,,,,,,,,,,,6 / 7.700,any,"2A Ø135
3.380 rpm",,N,09/2013,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC13030318,Kit compresor frío industrial,VOLVO,FL 210,D5K210 (Euro 6) | D5K240 (Euro 6),2013,,2013,,,,Yes,,,ok,,,,,,,,,,,,,,,,4 / 5.100,any,"2A Ø145
3.150rpm",,N,09/2013,,TM 21 / QP 21
KC13030318,Kit compresor frío industrial,VOLVO,FL 250,D8K250 (Euro 6) | D8K280 (Euro 6),2013,,2013,,,,Yes,,,ok,,,,,,,,,,,,,,,,6 / 7.700,any,"2A Ø145
3.150rpm",,N,09/2013,,TM 21 / QP 21
KC14050357,Kit compresor frío industrial,VOLVO,FE 250,D8K250 (Euro 6) | D8K280 (Euro 6) | D8K320 (Euro 6),2013,,2013,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.700,any,,"Poly-V 8P Ø157
3.685rpm",#¿NOMBRE?,09/2013,,SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC14050358,Kit compresor frío industrial,VOLVO,FE 250,D8K250 (Euro 6) | D8K280 (Euro 6) | D8K320 (Euro 6),2013,,2013,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.700,any,,"Poly-V 8P Ø157
3.685rpm",#¿NOMBRE?,09/2013,,TM 21 / QP 21
KC14090376,Kit compresor frío industrial,VOLVO,FL 250,D8K250 (Euro 6) | D8K280 (Euro 6),2013,,2013,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.700,any,"2A Ø135
3.380 rpm",,N,09/2013,,TM 08 / QP 08 | UP 90
KC14090376,Kit compresor frío industrial,VOLVO,FL 210,D5K210 (Euro 6) | D5K240 (Euro 6),2013,,2013,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 5.100,any,"2A Ø135
3.380 rpm",,N,09/2013,,TM 08 / QP 08 | UP 90
KC19060489,Kit compresor frío industrial,VOLVO,FE 250,D8K250 (Euro 6) | D8K280 (Euro 6) | D8K320 (Euro 6),2013,,2013,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.700,no,,"Poly-V 8P Ø157
3.685rpm",#¿NOMBRE?,09/2013,,TM 21 / QP 21
KC19090494,Kit compresor frío industrial,VOLVO,FL 240,D7E240 (Euro 4) | D7E280 (Euro 4),2007,,2007,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.150,any,"1B Ø150
3.710 rpm","1B Ø150
3.710 rpm",N-E,2007,,TM 21 / QP 21
KC19090494,Kit compresor frío industrial,VOLVO,FL240,D7F240 (Euro 5) | D7F260 (Euro 5) | D7F290 (Euro 5),2010,,2010,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.150,any,"1B Ø150
3.710 rpm","1B Ø150
3.710 rpm",N-E,09/2010,,TM 21 / QP 21
KC22070553,Kit compresor frío industrial,VOLVO,FE 250,D8K250 (Euro 6) | D8K280 (Euro 6) | D8K320 (Euro 6),2013,,2013,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.700,any,"Poly-V 8PK Ø137
4.225rpm",,N,09/2013,,QP 25
KC22110557,Kit compresor frío industrial,VOLVO,FL 210,D5K210 (Euro 6) | D5K240 (Euro 6),2013,,2013,,,,Yes,,,ok,,,,,,,,,,,,,,,,4 / 5.100,any,"Poly-V 8PK Ø137
3.400rpm",,N,09/2013,,QP 25
KC22110557,Kit compresor frío industrial,VOLVO,FL 250,D8K250 (Euro 6) | D8K280 (Euro 6),2013,,2013,,,,Yes,,,ok,,,,,,,,,,,,,,,,6 / 7.700,any,"Poly-V 8PK Ø137
3.400rpm",,N,09/2013,,QP 25
